"context","source","target"
"NecromancyTextObj01","Caer Tenarion. Iron Legion XXV. Year 24, Emperor Gwaltrian III"
"Council03_86_Princess_NPC","Oh! Right…"
"Council03_87_LeiraKean_NPC","Might I suggest that you reiterate your offer outside these walls?"
"Council03_88_Princess_NPC","Of course. I beg the Council's pardon."
"Council03_89_LeiraKean_NPC","Not at all, Your Highness."
"Council03_90_Danantar_NPC","Then I think that is all?"
"Council03_91_LeiraKean_NPC","Thank you. The Legacy Council is now in recess."
"HostOfPrincess_1_Captain_NPC","A word, please, deputies?"
"HostOfPrincess_2_Any_Default","Sure."
"HostOfPrincess_2_Any_Formal","Of course."
"HostOfPrincess_2_Any_Slang","What's up?"
"HostOfPrincess_3_Captain_NPC","Her Royal Highness asked me to reiterate her offer to accommodate you at the Palace Residence."
"HostOfPrincess_4_Any_Default","What's that?"
"HostOfPrincess_4_Any_Formal","I'm not sure what that is."
"HostOfPrincess_5_Captain_NPC","A house for plenipotentiaries, emissaries, and other guests of the Court."
"HostOfPrincess_6_Any_Default","Sounds nice."
"HostOfPrincess_6_Any_Formal","It's an honor!"
"HostOfPrincess_7_Captain_NPC","You don't say?"
"HostOfPrincess_8_Any_Default","Where is this residence?"
"HostOfPrincess_9_Captain_NPC","In the Palace. Ask for Ravensworth, the royal butler. He'll show you."
"HostOfPrincess_10_Captain_NPC","Oh, another thing…"
"HostOfPrincess_11_Any_Default","Yes?"
"HostOfPrincess_12_Captain_NPC","I am to give this to any senior deputy of the Council."
"HostOfPrincess_13_Any_Default","What's this?"
"HostOfPrincess_14_Captain_NPC","A command word, to teleport your party to the city's Imperial Gate."
"HostOfPrincess_15__Any_Default","Teleport?"
"HostOfPrincess_16_Any_Default","We can't do that, I'm pretty sure."
"HostOfPrincess_17_Captain_NPC","Well, word is that in the Badlands…"
"HostOfPrincess_18_Captain_NPC","…you may come across functioning Major Gates."
"HostOfPrincess_19_Captain_NPC","If you do, use this command word and you'll be brought back here."
"HostOfPrincess_20_Captain_NPC","Take note of any command word on the Gate you find…"
"HostOfPrincess_21_Captain_NPC","…and you'll be able to return there the same way."
"HostOfPrincess_22_Any_Default","That's fantastic!"
"HostOfPrincess_23_Captain_NPC","Don't get too excited."
"HostOfPrincess_24_Captain_NPC","So far, no one's found any."
"HostOfPrincess_25_Any_Default","Oh. Right. Thanks anyway."
"HostOfPrincess_26_Captain_NPC","Stay in the light, senior deputies."
"HostOfPrincess_27_Any_Default","You too, Captain."
"ChurchOfEinar_Dialog_01_1_DalonLark_NPC","Clear skies, adventurers!"
"ChurchOfEinar_Dialog_01_2_EinarWorshipper_Default","Fire to your blade!"
"ChurchOfEinar_Dialog_01_3_DalonLark_NPC","One of the faithful, I see. Nice to meet you!"
"ChurchOfEinar_Dialog_01_4_DalonLark_NPC","I am Chaplain Dalon Lark."
"ChurchOfEinar_Dialog_01_5_DalonLark_NPC","You may come here at any time to seek the help of the Church."
"ChurchOfEinar_Dialog_01_6_AnyBeliever_Einar","That is good to know, Chaplain!"
"ChurchOfEinar_Dialog_01_7_NonBeliever_Default","Hello!"
"ChurchOfEinar_Dialog_01_8_AnyBeliever_Default","What do you do here?"
"ChurchOfEinar_Dialog_01_9_DalonLark_NPC","I represent the Church of Einar, the god of valor and fidelity."
"ChurchOfEinar_Dialog_01_10_DalonLark_NPC","We provide various services for those who need them."
"ChurchOfEinar_Dialog_01_11_Cynical_Default","And can pay for them?"
"ChurchOfEinar_Dialog_01_12_DalonLark_NPC","Those who seek his healing are rarely poor."
"ChurchOfEinar_Dialog_01_13_Any_Default","We do require your services."
"ChurchOfEinar_Dialog_01_14_Any_Default","Thank you - we need to go."
"ChurchOfEinar_Dialog_01_15_DalonLark_NPC","Stay in the light, adventurers!"
"ChurchOfEinar_Dialog_WRITTEN_ExitLine","We should go."
"ChurchOfEinar_Dialog_WRITTEN_ShopLine","We need your services."
"Arcaneum_Dialog_02_1_HeddlonSurespell_NPC","Clear skies, adventurers!"
"Arcaneum_Dialog_02_2_HeddlonSurespell_NPC","Anything new for the Arcaneum?"
"Arcaneum_Dialog_02_3_Any_Slang","Check this out!"
"Arcaneum_Dialog_02_4_Any_Default","Possibly."
"Arcaneum_Dialog_02_5_Any_Slang","Just passing by."
"Arcaneum_Dialog_02_6_HeddlonSurespell_NPC","That's nice of you."
"Arcaneum_Dialog_02_7_HeddlonSurespell_NPC","Stay in the light!"
"Arcaneum_Dialog_Exitline","Just passing by."
"Arcaneum_Dialog_Offer","Let's talk business!"
"Danantar_Dialog_02_1_JorielFoxeye_NPC","Deputies."
"Danantar_Dialog_02_2_JorielFoxeye_NPC","Do you have anything for the Circle?"
"Danantar_Dialog_02_3_Any_Default","Take a look."
"Danantar_Dialog_02_4_Any_Formal","We might."
"Danantar_Dialog_02_5_JorielFoxeye_NPC","Not really. Just stopped by to say hello."
"Danantar_Dialog_02_6_Any_Default","It's an honor. "
"Danantar_Dialog_02_7_JorielFoxeye_NPC","Stay in the light, deputies!"
"Danantar_Dialog_Exitline","Just saying hello."
"Danantar_Dialog_Offer","What about this?"
"Antiquarians_Dialog_02_1_HalmanSummer_NPC","Clear skies, my friends!"
"Antiquarians_Dialog_02_2_HalmanSummer_NPC","You have some treasure in your backpacks?"
"Antiquarians_Dialog_02_3_Any_Slang","Feast your eyes on this!"
"Antiquarians_Dialog_02_4_Any_Default","See what you think of this."
"Antiquarians_Dialog_02_5_HalmanSummer_NPC","Just passing by to say hello."
"Antiquarians_Dialog_02_6_HalmanSummer_NPC","Ah, well. It was good to see you."
"Antiquarians_Dialog_02_7_HalmanSummer_NPC","See you next time, friends!"
"Antiquarians_Dialog_ExitLine","Just passing by."
"Antiquarians_Dialog_Offer","What about this?"
"Tower_Dialog_02_1_MaddyGreenisle_NPC","Deputies! How are you today?"
"Tower_Dialog_02_2_MaddyGreenisle_NPC","Do you have some lovely loot from the Badlands?"
"Tower_Dialog_02_3_Any_Slang","How 'bout that?"
"Tower_Dialog_02_4_Any_Default","Indeed."
"Tower_Dialog_02_5_Any_Slang","Just missed your smiling face, Miss Greenisle!"
"Tower_Dialog_02_6_MaddyGreenisle_NPC","Such nice manners! All too rare, these days."
"Tower_Dialog_02_7_MaddyGreenisle_NPC","Clear skies to you!"
"Tower_Dialog_Exitline","Just missed you."
"Tower_Dialog_Offer","How about that?"
"Council4_1_LeiraKean_NPC","Honorable delegates, please be seated!"
"Council4_2_LeiraKean_NPC","The Legacy Council is now in session!"
"Council4_3_Danantar_NPC","Ah - senior deputies! What news is there?"
"Council4_4_Authority_Normal","We're stuck, my lord."
"Council4_5_Authority_Formal","My lord, I'm afraid the situation is less than ideal."
"Council4_6_Authority_Slang","It's not good news, my Lord."
"Council4_7_Faisech_NPC","Meaning what, exactly?"
"Council4_10_Faisech_NPC","Perhaps they've been destroyed."
"Council4_11_Keenmind_NPC","We tested the first one - it can't be done!"
"Council4_12_Danantar_NPC","They must be magically concealed."
"Council4_13_Sunblaze_NPC","So the Crown must remain incomplete?"
"Council4_14_Gormsdottir_NPC","Maybe the Soraks have the missing gems."
"Council4_15_Gormsdottir_NPC","After all, they attacked you more than once. They're clearly still after the Crown."
"Council4_16_Faisech_NPC","If you can't find the gems, why keep the Crown out there?"
"Council4_17_Faisech_NPC","It will keep attracting the Soraks."
"Council4_18_Danantar_NPC","The attunement, remember?"
"Council4_19_Faisech_NPC","I'm sorry, senior deputies, but despite the attunement…"
"Council4_20_Faisech_NPC","…I believe the Crown should be secured…"
"Council4_21_Faisech_NPC","…and secured by more than four adventurers who spend their nights camped in the Badlands!"
"Council4_22_Sunblaze_NPC","We can't do that to them! They have served the Council faithfully!"
"Council4_23_Faisech_NPC","Don't be naive! We are facing a major threat!"
"Council4_24_Faisech_NPC","You understand the meaning of sacrifice, and so should they!"
"Council4_25_Authority_Normal","We have searched the Badlands for these gems, at our own risk."
"Council4_26_Crownbearer_Normal","We trusted you to keep your word and leave us the Crown."
"Council4_27_Danantar_NPC","If I may, I think we need more time to consider the situation."
"Council4_28_Faisech_NPC","More time? How much time?"
"Council4_29_Danantar_NPC","Maybe just… give it a night."
"Council4_30_Gormsdottir_NPC","I could use the day to consult with my people."
"Council4_31_Keenmind_NPC","So could I."
"Council4_32_Danantar_NPC","Fine, then! Anyone against?"
"Council4_33_LeiraKean_NPC","Thank you, Lord Danantar."
"Council4_34_LeiraKean_NPC","The Legacy Council is now adjourned!"
"Council4_35_Selfpres_Normal","I have a bad feeling about this."
"Council4_36_Crownbearer_Normal","I knew it! They'll take the Crown, and never mind what that does to me!"
"Council4_37_Crownbearer_Slang","Typical! Sat there on their pretty chairs… doesn't matter if I die!"
"Council4_38_Authority_Normal","This is wrong."
"Council4_39_Selfpres_Normal","We could run."
"Council4_40_Authority_Normal","What's the point? We know what's at stake."
"Council4_41_Crownbearer_Normal","They're right about one thing."
"Council4_42_Crownbearer_Normal","The Soraks will keep coming after us. After the Crown."
"Council4_43_Authority_Normal","We could retrace our steps - go back to where we found the gems. Perhaps there's a trail we overlooked."
"Council4_44_Crownbearer_Normal","There's nothing anymore - I can't feel another gem anywhere!"
"Council4_45_HeddlonSurespell_NPC","Excuse me, senior deputies."
"Council4_46_Highclass_Formal","Master Surespell."
"Council4_47_Any_Normal","Clear skies, Heddlon."
"Council4_48_HeddlonSurespell_NPC","I would advise you to avoid the Palace Residence tonight."
"Council4_49_Crownbearer_Normal","What? Why?"
"Council4_50_HeddlonSurespell_NPC","I'm not at liberty to say… just trust me."
"Council4_51_HeddlonSurespell_NPC","You have your lodgings at the Gravekeep's Cask. You should spend the night there."
"Council4_52_Selfpres_Normal","What kind of advice is that?"
"Council4_53_Selfpres_Formal","You must realize your suggestion is… unusual. Suspicious, even."
"Council4_54_Selfpres_Slang","Are you crazy? Or are you up to something?"
"Council4_55_Nosy_Normal","Are you really working for the Arcaneum? "
"Council4_56_HeddlonSurespell_NPC","Why else would I be here?"
"Council4_57_Mean_Normal","This elf is…"
"Council4_58_Lawful_Normal","What do you think?"
"Council4_59_Pragmatic_Normal","It sounds like a warning."
"Council4_60_Selfpres_Normal","Or a threat!"
"Council4_61_Lawful_Normal","Can we trust him?"
"Council4_62_Carver_Normal","Trust the New Empire?"
"Council4_63_Greed_Normal","I have no idea what to do, but I'd like to sleep in a bed tonight."
"Council4_64_Cynical_Normal","I miss Karel's beer."
"Council4_65_Any4_Normal","And Merton's sweet talk."
"Council4_66_Cynical_Normal","I'd prefer the residence."
"Council4_67_Cynical_Normal","I like Captain Ironshell kissing me goodnight."
"Council4_68_Authority_Normal","Maybe in your dreams."
"NightAttack_1_Selfpres_Default","Soraks - here?"
"NightAttack_2_Selfpres_Slang","Soraks! Right here in our damn room!"
"NightAttack_3_Selfpres_Formal","The Sorr-Akkath in the palace residence!"
"NightAttack_4_Pragmatic_Default","We were warned."
"NightAttack_5_Nosy_Default","Surespell? How did he know?"
"NightAttack_6_Nosy_Default","Why would he know what the Soraks would do?"
"NightAttack_7_Pragmatic_Default","He tried to warn us. Not what an enemy would do."
"NightAttack_8_Pragmatic_Slang","He tried to save our hides, remember?"
"NightAttack_9_Pragmatic_Formal","His warning might have saved us all, mind you."
"NightAttack_10_Selfpres_Normal","He just wants us to think he's a friend."
"NightAttack_11_Selfpres_Formal","It might be an elaborate scheme to gain our trust."
"NightAttack_12_Pragmatic_Default","Too far-fetched."
"NightAttack_13_Friendly_Default","So what do we do?"
"NightAttack_14_Friendly_Slang","What's the plan, then?"
"NightAttack_15_Friendly_Formal","Be that as it may, what shall we do now?"
"NightAttack_16_Pragmatic_Normal","Back to the Council, I suppose, and see what they decided."
"NightAttack_17_Pragmatic_Formal","We will return to the Council and hear what they have to say."
"NightAttack_18_Nosy_Default","Or we could pay Surespell a visit."
"NightAttack2_1_HeddlonSurespell_NPC","Ah, here you are."
"NightAttack2_2_Any_Normal","Are you surprised?"
"NightAttack2_3_Any_Formal","Do you find our visit surprising, Master Surespell?"
"NightAttack2_4_Any_Slang","That's right. Surprised?"
"NightAttack2_5_HeddlonSurespell_NPC","Not really. I did warn you, after all. I'm glad you were careful."
"NightAttack2_6_Any_Default","How did you know?"
"NightAttack2_7_HeddlonSurespell_NPC","Call it a hunch. "
"NightAttack2_8_Any_Slang","A great, steaming pile of hunch. Got a bridge to sell, too?"
"NightAttack2_9_Any_Normal","Oh, really?"
"NightAttack2_10_Any_Formal","You can't expect us to believe that?"
"NightAttack2_11_HeddlonSurespell_NPC","Oh, I have friends who… gather information."
"NightAttack2_12_HeddlonSurespell_NPC","The threat felt credible. I thought it wise to share."
"NightAttack2_13_Cynical_Normal","It felt real enough to us, too."
"NightAttack2_14_Cynical_Formal","Real enough to leave a scar, that much is certain."
"NightAttack2_15_Selfpres_Default","You know more than you're telling."
"NightAttack2_16_HeddlonSurespell_NPC","Always. But I'm on your side, and that's all that matters."
"NightAttack2_17_Cynical_Normal","Really? Aren't we lucky? So what other pearls of wisdom do you have to share - friend?"
"NightAttack2_18_Cynical_Formal","In that case, you'd be happy to advise us further, I presume?"
"NightAttack2_19_HeddlonSurespell_NPC","Certainly. Always drink wine at the Gravekeep's Cask. Their beer is utterly foul."
"NightAttack2_20_Pragmatic_Normal","Seriously? Everyone knows that!"
"NightAttack2_21_Pragmatic_Formal","That's disappointing. You can do better than common knowledge, I'm sure. "
"NightAttack2_21_HeddlonSurespell_NPC","But clearly you're here for business, not small talk."
"NightAttack4_1_HeddlonSurespell_NPC","Ah, here you are."
"NightAttack4_2_Any_Normal","Are you surprised?"
"NightAttack4_3_Any_Formal","Do you find our visit surprising, Master Surespell?"
"NightAttack4_4_Any_Slang","That's right. Surprised?"
"NightAttack4_3_HeddlonSurespell_NPC","Not at all, since you followed my… advice."
"NightAttack4_4_Any_Default","How do you know that?"
"NightAttack4_5_HeddlonSurespell_NPC","You're here, alive and unwounded."
"NightAttack4_6_HeddlonSurespell_NPC","I heard there was some disturbance at the residence."
"NightAttack4_7_Any_Default","Is that so?"
"NightAttack3_1_CaptainIronshell_NPC","Senior deputies!"
"NightAttack3_2_Friendly_Default","Captain! What's the news?"
"NightAttack3_3_CaptainIronshell_NPC","You didn't hear?"
"NightAttack3_4_CaptainIronshell_NPC","Your quarters at the residence were ransacked!"
"NightAttack3_5_Nosy_Default","What? When?"
"NightAttack3_6_CaptainIronshell_NPC","During the night. It's lucky you weren't there."
"NightAttack3_7_Cynical_Formal","Eh. We could have handled a burglar or two."
"NightAttack3_8_Cynical_Normal","No doubt we would have seen the villains off, had we been there."
"NightAttack3_9_CaptainIronshell_NPC","They were more than simple burglars, to infiltrate the palace undetected."
"NightAttack3_10_Nosy_Default","Who, then?"
"NightAttack3_11_CaptainIronshell_NPC","I can't say for sure but…"
"NightAttack3_12_CaptainIronshell_NPC","Some are saying… Sorr-Akkath."
"NightAttack3_13_Selfpres_Formal","That's a worrying prospect, Captain."
"NightAttack3_14_Selfpres_Slang","So much for palace security, then. Thanks a lot!"
"NightAttack3_15_Selfpres_Normal","We were supposed to be safe there, remember?"
"NightAttack3_16_CaptainIronshell_NPC","I'm well aware. We have put further magical security measures in place."
"NightAttack3_17_Friendly_Default","Good to know."
"NightAttack3_18_Friendly_Normal","Thanks for the heads-up, Captain."
"NightAttack3_19_Friendly_Formal","Thank you for keeping us informed, Captain."
"NightAttack3_20_CaptainIronshell_NPC","You are most welcome."
"NightAttack3_21_CaptainIronshell_NPC","Good day to you, senior deputies."
"NightAttack3_22_Nosy_Normal","So he told the truth, that Heddlon."
"NightAttack3_23_Nosy_Formal","It appears Heddlon Surespell was right."
"NightAttack3_24_Pragmatic_Default","He knew, but how?"
"NightAttack3_25_Selfpres_Normal","He's a spy, or something similar."
"NightAttack3_26_Selfpres_Formal","I'm pretty sure he's Imperial Intelligence."
"NightAttack3_27_Selfpres_Slang","The guy is a spook, it's practically written on his face."
"NightAttack3_28_Pragmatic_Default","He looks normal to me."
"NightAttack3_29_Logical_Default","That's what spies do. "
"NightAttack3_30_Friendly_Default","So, what do we do?"
"NightAttack3_31_Friendly_Slang","So - now what?"
"NightAttack3_32_Friendly_Formal","We must decide on our next move."
"NightAttack3_33_Pragmatic_Normal","Back to the Council, I suppose, and see what they decided."
"NightAttack3_34_Pragmatic_Formal","We will return to the Council and hear what they have to say."
"NightAttack3_35_Nosy_Default","Or we could pay Surespell a visit."
"Council5_1_LeiraKean_NPC","Honorable delegates, please be seated!"
"Council5_2_LeiraKean_NPC","The Legacy Council is now in session!"
"Council5_3_LeiraKean_NPC","Chancellor Gormsdottir has the floor."
"Council5_4_Gormsdottir_NPC","Thank you, Protector."
"Council5_5_Gormsdottir_NPC","Honorable Council members, we at the Guild of Antiquarians have come to an agreement…"
"Council5_6_Gormsdottir_NPC","…regarding the quest for the gems of the Crown of the Magister."
"Council5_7_Gormsdottir_NPC","We believe that the Crown should be secured, and therefore surrendered by its current owners…"
"Council5_8_Gormsdottir_NPC","…in exchange for a generous payment…"
"Council5_9_Gormsdottir_NPC","…raised by all parties in the Council."
"Council5_10_Crownbearer_Default","You can't!"
"Council5_11_LeiraKean_NPC","You will wait for your turn to speak, senior deputy!"
"Council5_12_Crownbearer_Default","We searched the Badlands for these gems, and now you're just taking the Crown away from us?"
"Council5_13_LeiraKean_NPC","Order!"
"Council5_14_Danantar_NPC","We are all well aware of your reservations, and we understand them."
"Council5_15_Danantar_NPC","Yet, from what I heard, all parties have agreed that you should comply…"
"Council5_16_Danantar_NPC","…for the security of all."
"Council5_17_Crownbearer_Default","Security? You talk of security?"
"Council5_18_Crownbearer_Default","What security? Just last night, Soraks attacked our quarters in the residence!"
"Council5_19_Faisech_NPC","What?"
"Council5_20_Sunblaze_NPC","Soraks? Here in Caer Cyflen?"
"Council5_21_Danantar_NPC","In the palace?"
"Council5_22_LeiraKean_NPC","Order!"
"Council5_23_Sunblaze_NPC","Immediate action is needed!"
"Council5_24_Danantar_NPC","Well, find the damned Soraks, then!"
"Council5_25_LeiraKean_NPC","Please, my lords!"
"Council5_26_Danantar_NPC","Where are your paladins?"
"Council5_27_Sunblaze_NPC","Where are your wizards and their divination spells?"
"Council5_28_LeiraKean_NPC","Stop it!"
"Council5_29_LeiraKean_NPC","None of this is helping!"
"Council5_30_LeiraKean_NPC","Lord Sunblaze, you're supposed to be neutral here!"
"Council5_31_LeiraKean_NPC","Someone must introduce a formal request."
"Council5_32_Danantar_NPC","Right. Apologies."
"Council5_33_Danantar_NPC","You're right, let's vote. Only senior members, please."
"Council5_34_Danantar_NPC","Those for securing the Crown, say aye."
"Council5_35_Gormsdottir_Default","Aye."
"Council5_36_Faisech_NPC","Aye."
"Council5_37_Danantar_NPC","Aye."
"Council5_38_Keenmind_Default","…nay."
"Council5_39_Sunblaze_NPC","Nay."
"Council5_40_Danantar_NPC","Well, we have a majority."
"Council5_41_Sunblaze_NPC","We'll help you with the… attunement issue."
"Council5_42_Faisech_NPC","Wait! Who's going to take the Crown, and where?"
"Council5_43_Danantar_NPC","Well, the most secure location would be…"
"Council5_44_Danantar_NPC","…the temple of Einar, of course. The Hearth."
"Council5_45_Faisech_NPC","Of course - right here in Caer Cyflen!"
"Council5_46_Faisech_NPC","Neutral ground, of course, but still the Principality of Masgarth is the center of Solasta!"
"Council5_47_Danantar_NPC","Do you have a better idea, Dean Faisech?"
"Council5_48_Faisech_NPC","We have secure locations, too!"
"Council5_49_Danantar_NPC","How many high-ranking paladins in your Tower, Faisech?"
"Council5_50_Faisech_NPC","More than actual wizards in your school!"
"Council5_51_LeiraKean_NPC","Order!"
"Council5_52_LeiraKean_NPC","Remember the dignity of your positions, my lords!"
"Council5_53_LeiraKean_NPC","Senior deputies - if you please? The Council has spoken."
"Council5_54_Choice_Pragmatic_WRITTEN","This is a mistake."
"Council5_55_Choice_Mean_WRITTEN","You're all stupid!"
"Council5_56_Choice_Lawful_WRITTEN","We must obey the Council…"
"Council5_57_Choice_Selfpres_WRITTEN","Someone here is a traitor!"
"Council5_58_Choice_Pragmatic_Default","This is a mistake. We are bound to the Crown."
"Council5_59_LeiraKean_NPC","You are sworn deputies. You must comply."
"Council5_60_Choice_Mean_Default","The Council doesn't deserve the Crown - you just proved that!"
"Council5_61_LeiraKean_NPC","Surrender the Crown, as the Council orders."
"Council5_62_Choice_Lawful_Default","We serve the Council."
"Council5_63_LeiraKean_NPC","And you shall be commended, senior deputies."
"Council5_64_Choice_Selfpres_Default","You keep bickering instead of looking for the traitor among you!"
"Council5_65_LeiraKean_NPC","This is a grave accusation, senior deputy."
"Council5_66_Authority_Default","How could they?"
"Council5_67_Pragmatic_Default","It can't end like this!"
"Council5_68_Crownbearer_Default","I can hear it calling!"
"Council5_69_HalmanSummer_NPC","Senior deputies, please, a word?"
"Council5_70_Authority_Default","Summer? What do you want? "
"Council5_71_Authority_Default","Your chancellor led the charge against us in there."
"Council5_72_HalmanSummer_NPC","I'm truly sorry. But, I have some information that might interest you."
"Council5_73_Selfpres_Default","I doubt it."
"Council5_74_HalmanSummer_NPC","It's about the secret cult of Arivad."
"Council5_75_Nosy_Default","What?"
"Council5_76_HalmanSummer_NPC","I admit, this is second-hand intelligence, but still…"
"Council5_77_Authority_Default","Speak up."
"Council5_78_HalmanSummer_NPC","One of my people saw a man with a tattoo…"
"Council5_79_Selfpres_Default","The letter A?"
"Council5_80_HalmanSummer_NPC","Yes. He followed the man all day, and to a gathering that night…"
"Council5_81_HalmanSummer_NPC","…in a remote village to the south."
"Council5_82_Authority_Default","What village?"
"Council5_83_HalmanSummer_NPC","It's called Earcorn. Very small…"
"Council5_84_HalmanSummer_NPC","…but you'll find it easily on any local map."
"Council5_85_Friendly_Default","Thank you, Halman."
"Council5_86_HalmanSummer_NPC","You're welcome. Someone must take care of these cultists."
"Council5_87_HalmanSummer_NPC","And the Council… well, you know."
"Council5_88_Pragmatic_Default","Yes, we do."
"Council5_After_1_BericSunblaze_NPC","I'm so sorry."
"Council5_After_2_Friendly_Default","Why? You didn't betray us."
"Council5_After_3_BericSunblaze_NPC","I understand how they see things, but…"
"Council5_After_4_Selfpres_Normal","Something's wrong with the Council."
"Council5_After_5_Selfpres_Slang","The Council's rotten."
"Council5_After_6_BericSunblaze_NPC","The Council's still young. Everyone is angling for influence…"
"Council5_After_7_BericSunblaze_NPC","…but squabbling academics are better than clashing armies."
"Council5_After_8_Nosy_Default","Only Airgetine supported us? I mean, beside you."
"Council5_After_9_Selfpres_Default","Why would the New Empire be the only friend we have in there?"
"Council5_After_10_BericSunblaze_NPC","Airgetine's a moderate, it's true, but the New Empire is subtle. Plans within plans."
"Council5_After_11_BericSunblaze_NPC","It's hard to say whether he was following orders or voting his conscience."
"Council5_After_12_BericSunblaze_NPC","I wouldn't read too much into his vote, at least for now. "
"Council5_After_13_BericSunblaze_NPC","It didn't change anything, anyway."
"Council5_After_14_BericSunblaze_NPC","But what about you? How are you coping without the Crown?"
"Council5_After_15_Crownbearer_Default","Better than I expected."
"Council5_After_16_Any2_Default","Same for me, actually. It almost feels like we still have the Crown."
"Council5_After_17_Any3_Default","Exactly. We lost its magical power, but…"
"Council5_After_18_Any2_Default","…the voice is still calling."
"Council5_After_19_BericSunblaze_NPC","Interesting. So the attunement is unaffected by physical separation?"
"Council5_After_20_Friendly_Any","Keep the Crown safe, Marshal, will you, please?"
"Council5_After_21_BericSunblaze_NPC","You have my word."
"MertonAfterCouncil5_1_Merton_NPC","Hey, you!"
"MertonAfterCouncil5_2_Cynical_Default","Not drowning in your beer today, Arwin?"
"MertonAfterCouncil5_3_Merton_NPC","No, wait!"
"MertonAfterCouncil5_4_Merton_NPC","They took the Crown from you?"
"MertonAfterCouncil5_5_Selfpres_Default","How do you know that?"
"MertonAfterCouncil5_6_Merton_NPC","How? You really think I'm just a drunk?"
"MertonAfterCouncil5_7_Merton_NPC","The whole Principality knows you have that Crown."
"MertonAfterCouncil5_8_Merton_NPC","I mean had."
"MertonAfterCouncil5_9_Cynical_Normal","Yeah."
"MertonAfterCouncil5_10_Cynical_Formal","Indeed."
"MertonAfterCouncil5_11_Merton_NPC","Something's not right."
"MertonAfterCouncil5_12_Cynical_Normal","You think we need you to tell us?"
"MertonAfterCouncil5_13_Merton_NPC","I mean something's up - something big."
"MertonAfterCouncil5_14_Pragmatic_Normal","What, exactly?"
"MertonAfterCouncil5_15_Merton_NPC","They're here."
"MertonAfterCouncil5_16_Selfpres_Default","Who? The Soraks?"
"MertonAfterCouncil5_17_Merton_NPC","Not them. Their pawns."
"MertonAfterCouncil5_18_Lawful_Default","You're drunk."
"MertonAfterCouncil5_19_Merton_NPC","What's wrong with you? "
"MertonAfterCouncil5_20_Merton_NPC","Haven't you seen enough?"
"MertonAfterCouncil5_21_Merton_NPC","Didn't you see what they can do? "
"MertonAfterCouncil5_22_Merton_NPC","To people?"
"MertonAfterCouncil5_23_Merton_NPC","At first I thought you were just another bunch of brainless Council lackeys…"
"MertonAfterCouncil5_24_Merton_NPC","…but you've seen their ways."
"MertonAfterCouncil5_25_Merton_NPC","At Coparann, and plenty other places, I'm sure."
"MertonAfterCouncil5_26_Merton_NPC","The way they get into people's heads."
"MertonAfterCouncil5_27_Merton_NPC","I've watched the people of Caer Cyflen for ten years."
"MertonAfterCouncil5_28_Merton_NPC","I've felt a change - slow, subtle…"
"MertonAfterCouncil5_29_Merton_NPC","…until now. It's getting stronger!"
"MertonAfterCouncil5_30_Merton_NPC","I can't let them win."
"MertonAfterCouncil5_31_Cynical_Default","So what? You're ready to become a hero again?"
"MertonAfterCouncil5_32_Merton_NPC","I can still fight."
"MertonAfterCouncil5_33_Pragmatic_Default","Are you offering to join us?"
"MertonAfterCouncil5_34_Merton_NPC","You brought back my sword."
"MertonAfterCouncil5_35_Merton_NPC","That blade and I, we've slain countless abominations down there in the Badlands."
"MertonAfterCouncil5_36_Merton_NPC","You helped me get closure for my lost child."
"MertonAfterCouncil5_37_Merton_NPC","You were at my side when we took down the remorhaz."
"MertonAfterCouncil5_38_Merton_NPC","Yes, I'd like to join you."
"MertonAfterCouncil5_39_Choice_WRITTEN","Fine."
"MertonAfterCouncil5_40_Choice_WRITTEN","No."
"MertonAfterCouncil5_41_Agreed_Default","Fine, come with us."
"MertonAfterCouncil5_42_Refused_Default","You're useless!"
"MertonAfterCouncil5_43_Refused_Merton","And you're stupid!"
"MertonAfterCouncil5_44_Agreed_Merton","Ha ha! Now you're talking!"
"FightingCultists_1_1_Authority_Default","This is it? Earcorn!"
"FightingCultists_1_2_Merton_NPC","Look, a farm! And another! High adventure - I love it!"
"FightingCultists_1_3_Cynical_Normal","This doesn't exactly feel like the headquarters for a massive invasion."
"FightingCultists_1_4_Cynical_Slang","Some headquarters. Dark cults used to be better."
"FightingCultists_1_5_Cynical_Formal","Not exactly how I imagined the lair of evil Sorr-Akkath worshippers."
"FightingCultists_1_6_Pragmatic_Default","But it could be hiding a small group of infiltrators."
"FightingCultists_1_7_Pragmatic_Default","Still, a good cover for cunning infiltrators."
"FightingCultists_1_8_Pragmatic_Normal","Let's look around for anything suspicious."
"FightingCultists_1_9_Pragmatic_Formal","Let us examine the area in search of clues."
"FightingCultists_1_10_Cynical_Default","No tavern? That's suspicious for a start."
"FightingCultists_1_11_Merton_NPC","That was my line!"
"FightingCultists_1_12_Authority_Slang","Shut up! We're trying to be stealthy!"
"FightingCultists_1_13_Authority_Normal","You'd better be quiet if you don't want us to be spotted."
"FightingCultists_1_14_Authority_Format","Quiet, if you please. Let discretion be our watchword."
"FightingCultists_2_1_Any_Default","I have something!"
"FightingCultists_2_2_Cynical_Default","Footprints? Really? It's a village. People live here."
"FightingCultists_2_3_Cynical_Default","Random footprints in a village? Not much of a clue."
"FightingCultists_2_4_Merton_NPC","Your villagers have claws."
"FightingCultists_2_5_Any_Default","Your villagers have claws."
"FightingCultists_2_6_Selfpres_Default","Soraks?"
